                    *********************************************************************************
                    *  Z= 20 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for CA 41  *
   1.75  0.669  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.715  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.759  1.00E+00 7.14E-01 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.800  1.00E+00 7.14E-01 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.839  1.00E+00 2.15E+00 7.15E+00 1.43E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.876  2.00E+00 2.15E+00 7.15E+00 1.43E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.912  2.00E+00 2.87E+00 1.73E+01 1.43E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 1.33E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.946  3.00E+00 5.14E+00 3.96E+01 1.43E+00 3.86E-02 7.45E-01 7.14E-01 7.69E-01 7.28E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.979  5.00E+00 9.59E+00 7.97E+01 2.15E+00 7.53E-01 1.46E+00 7.60E-01 1.60E+00 7.28E-01 7.14E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  1.012  9.00E+00 1.75E+01 1.69E+02 2.15E+00 8.34E-01 3.07E+00 1.60E+00 3.03E+00 1.07E+00 3.57E+00 1.51E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  1.043  1.50E+01 3.11E+01 3.00E+02 4.31E+00 1.68E+00 4.63E+00 2.40E+00 4.70E+00 4.64E+00 3.66E+00 3.65E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  1.073  2.30E+01 3.47E+01 3.22E+02 4.31E+00 4.54E+00 4.68E+00 2.40E+00 4.70E+00 4.65E+00 4.37E+00 3.65E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  1.102  3.30E+01 4.35E+01 4.01E+02 5.02E+00 6.75E+00 5.47E+00 3.83E+00 6.07E+00 4.72E+00 5.09E+00 4.37E+00 1.48E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  1.131  4.50E+01 5.60E+01 4.96E+02 6.45E+00 9.02E+00 9.72E+00 5.92E+00 5.36E+00 5.43E+00 6.52E+00 4.37E+00 1.76E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  1.186  8.50E+01 1.04E+02 1.06E+03 8.95E+00 1.21E+01 1.52E+01 1.54E+01 1.48E+01 8.10E+00 7.14E+00 6.08E+00 5.97E+00 3.17E+00 3.75E+00 2.52E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.239  1.57E+02 1.84E+02 2.06E+03 1.87E+01 1.77E+01 2.34E+01 2.32E+01 2.21E+01 1.33E+01 1.14E+01 1.11E+01 1.34E+01 8.67E+00 1.14E+01 6.09E+00 2.14E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.289  2.71E+02 2.73E+02 3.24E+03 2.62E+01 2.16E+01 2.73E+01 2.36E+01 3.28E+01 2.65E+01 2.29E+01 2.32E+01 2.52E+01 1.72E+01 1.43E+01 7.52E+00 2.14E+00 7.14E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.338  4.48E+02 4.34E+02 5.80E+03 2.94E+01 3.30E+01 3.09E+01 3.36E+01 4.03E+01 4.64E+01 4.93E+01 4.44E+01 3.27E+01 3.11E+01 2.70E+01 1.58E+01 8.25E+00 2.14E+00 2.14E+00 2.86E+00 1.23E+00 1.88E+00 1.09E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.385  7.33E+02 7.08E+02 9.85E+03 4.36E+01 3.50E+01 5.20E+01 5.46E+01 8.85E+01 8.61E+01 8.21E+01 6.44E+01 4.60E+01 3.61E+01 3.21E+01 2.08E+01 2.14E+01 1.14E+01 9.29E+00 7.75E+00 6.77E+00 4.03E+00 3.71E+00 1.70E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.431  1.21E+03 1.20E+03 1.65E+04 8.57E+01 8.92E+01 9.95E+01 1.14E+02 1.30E+02 1.24E+02 1.04E+02 8.80E+01 7.95E+01 5.53E+01 5.64E+01 4.54E+01 4.36E+01 2.88E+01 2.14E+01 1.49E+01 9.63E+00 4.74E+00 6.06E+00 2.41E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.475  1.99E+03 1.91E+03 2.85E+04 1.02E+02 1.31E+02 1.69E+02 1.79E+02 1.76E+02 1.76E+02 1.42E+02 1.38E+02 1.26E+02 1.15E+02 1.04E+02 8.64E+01 7.21E+01 5.79E+01 3.43E+01 3.36E+01 2.31E+01 1.75E+01 1.28E+01 6.14E+00 2.86E+00 3.75E+00 1.93E+00 1.94E+00 1.12E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.517  3.21E+03 2.97E+03 4.72E+04 1.41E+02 1.55E+02 2.34E+02 2.29E+02 2.44E+02 2.30E+02 2.47E+02 2.33E+02 2.39E+02 2.24E+02 1.99E+02 1.48E+02 1.09E+02 8.35E+01 4.79E+01 5.81E+01 3.68E+01 3.09E+01 2.74E+01 1.81E+01 7.14E+00 8.04E+00 6.60E+00 4.09E+00 2.55E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.559  5.10E+03 4.59E+03 7.74E+04 1.31E+02 1.88E+02 2.71E+02 3.24E+02 3.53E+02 4.23E+02 4.34E+02 4.36E+02 4.06E+02 3.34E+02 2.93E+02 2.23E+02 1.65E+02 1.29E+02 9.50E+01 9.88E+01 8.55E+01 5.93E+01 5.06E+01 3.67E+01 1.71E+01 1.30E+01 1.30E+01 5.79E+00 3.26E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.599  8.12E+03 7.48E+03 1.28E+05 2.38E+02 2.62E+02 4.12E+02 5.31E+02 6.74E+02 7.18E+02 6.94E+02 6.84E+02 6.07E+02 4.99E+02 4.09E+02 3.30E+02 2.82E+02 2.32E+02 1.99E+02 1.68E+02 1.39E+02 1.11E+02 7.77E+01 6.38E+01 4.69E+01 3.69E+01 2.93E+01 1.82E+01 5.71E+00 6.52E+00 5.71E+00 1.43E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.677  2.10E+04 1.83E+04 3.33E+05 4.61E+02 7.51E+02 1.08E+03 1.30E+03 1.44E+03 1.42E+03 1.42E+03 1.34E+03 1.32E+03 1.23E+03 1.14E+03 1.04E+03 9.44E+02 7.56E+02 6.26E+02 4.69E+02 3.80E+02 2.61E+02 2.04E+02 1.83E+02 1.34E+02 1.18E+02 8.93E+01 6.15E+01 4.21E+01 4.04E+01 2.29E+01 1.36E+01 1.14E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.752  5.16E+04 4.29E+04 8.40E+05 8.01E+02 1.36E+03 1.95E+03 2.50E+03 2.90E+03 3.20E+03 3.36E+03 3.46E+03 3.40E+03 3.14E+03 2.86E+03 2.46E+03 2.08E+03 1.76E+03 1.45E+03 1.21E+03 1.04E+03 8.78E+02 7.35E+02 5.75E+02 4.78E+02 3.70E+02 2.59E+02 1.91E+02 1.53E+02 8.50E+01 1.17E+02 5.79E+01 6.57E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.824  1.23E+05 9.99E+04 2.07E+06 1.45E+03 2.95E+03 4.32E+03 5.56E+03 6.64E+03 7.21E+03 7.36E+03 7.24E+03 6.93E+03 6.51E+03 5.98E+03 5.59E+03 5.19E+03 4.75E+03 4.12E+03 3.64E+03 3.01E+03 2.48E+03 1.96E+03 1.58E+03 1.25E+03 9.58E+02 7.34E+02 6.05E+02 4.64E+02 3.64E+02 4.35E+02 2.89E+02 3.26E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.892  2.86E+05 2.26E+05 4.96E+06 3.30E+03 6.36E+03 8.98E+03 1.12E+04 1.28E+04 1.40E+04 1.49E+04 1.55E+04 1.56E+04 1.53E+04 1.46E+04 1.36E+04 1.24E+04 1.08E+04 9.54E+03 8.11E+03 6.88E+03 5.84E+03 4.98E+03 4.25E+03 3.58E+03 3.00E+03 2.46E+03 1.98E+03 1.54E+03 1.21E+03 1.47E+03 9.31E+02 1.08E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.959  5.54E+05 3.09E+05 6.95E+06 4.14E+03 8.06E+03 1.13E+04 1.46E+04 1.70E+04 1.89E+04 2.03E+04 2.11E+04 2.14E+04 2.08E+04 1.93E+04 1.79E+04 1.63E+04 1.43E+04 1.26E+04 1.13E+04 9.99E+03 8.87E+03 7.59E+03 6.61E+03 5.62E+03 4.59E+03 3.74E+03 2.94E+03 2.31E+03 1.75E+03 2.33E+03 1.53E+03 1.87E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  2.023  9.20E+05 4.23E+05 9.76E+06 5.20E+03 1.02E+04 1.43E+04 1.91E+04 2.25E+04 2.54E+04 2.75E+04 2.87E+04 2.95E+04 2.83E+04 2.54E+04 2.34E+04 2.14E+04 1.88E+04 1.66E+04 1.57E+04 1.45E+04 1.35E+04 1.16E+04 1.03E+04 8.83E+03 7.01E+03 5.69E+03 4.35E+03 3.46E+03 2.55E+03 3.70E+03 2.12E+03 3.21E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  2.085  1.42E+06 5.81E+05 1.38E+07 6.51E+03 1.29E+04 1.80E+04 2.49E+04 2.99E+04 3.43E+04 3.74E+04 3.91E+04 4.06E+04 3.84E+04 3.35E+04 3.06E+04 2.80E+04 2.48E+04 2.19E+04 2.18E+04 2.11E+04 2.05E+04 1.77E+04 1.60E+04 1.39E+04 1.07E+04 8.66E+03 6.45E+03 5.17E+03 3.70E+03 5.88E+03 2.95E+03 5.53E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.146  2.11E+06 8.02E+05 1.95E+07 8.17E+03 1.64E+04 2.27E+04 3.26E+04 3.97E+04 4.62E+04 5.07E+04 5.33E+04 5.58E+04 5.22E+04 4.41E+04 4.01E+04 3.68E+04 3.28E+04 2.89E+04 3.03E+04 3.06E+04 3.11E+04 2.70E+04 2.48E+04 2.18E+04 1.64E+04 1.32E+04 9.55E+03 7.74E+03 5.38E+03 9.34E+03 4.11E+03 9.52E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.205  3.07E+06 1.11E+06 2.78E+07 1.02E+04 2.08E+04 2.87E+04 4.25E+04 5.27E+04 6.23E+04 6.89E+04 7.27E+04 7.68E+04 7.09E+04 5.81E+04 5.25E+04 4.83E+04 4.32E+04 3.82E+04 4.22E+04 4.45E+04 4.73E+04 4.11E+04 3.86E+04 3.43E+04 2.51E+04 2.01E+04 1.42E+04 1.16E+04 7.82E+03 1.48E+04 5.71E+03 1.64E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.262  4.40E+06 1.55E+06 3.99E+07 1.28E+04 2.63E+04 3.62E+04 5.56E+04 7.00E+04 8.39E+04 9.35E+04 9.90E+04 1.06E+05 9.64E+04 7.65E+04 6.88E+04 6.34E+04 5.70E+04 5.04E+04 5.86E+04 6.47E+04 7.18E+04 6.27E+04 6.01E+04 5.40E+04 3.84E+04 3.05E+04 2.10E+04 1.73E+04 1.14E+04 2.36E+04 7.94E+03 2.82E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.399  1.08E+07 3.61E+06 1.01E+08 2.26E+04 4.75E+04 6.46E+04 1.08E+05 1.42E+05 1.77E+05 2.01E+05 2.14E+05 2.34E+05 2.07E+05 1.52E+05 1.35E+05 1.25E+05 1.14E+05 1.01E+05 1.34E+05 1.65E+05 2.04E+05 1.80E+05 1.81E+05 1.67E+05 1.11E+05 8.72E+04 5.60E+04 4.75E+04 2.89E+04 7.49E+04 1.81E+04 1.10E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.529  2.63E+07 8.74E+06 2.65E+08 3.98E+04 8.59E+04 1.15E+05 2.11E+05 2.89E+05 3.73E+05 4.31E+05 4.64E+05 5.20E+05 4.46E+05 3.03E+05 2.65E+05 2.47E+05 2.28E+05 2.02E+05 3.05E+05 4.19E+05 5.81E+05 5.18E+05 5.46E+05 5.18E+05 3.22E+05 2.49E+05 1.50E+05 1.30E+05 7.37E+04 2.38E+05 4.12E+04 4.27E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
