                    *********************************************************************************
                    *  Z= 36 A= 84: Positive-Parity Spin-dependent Level Density [MeV-1] for KR 84  *
  15.00  1.445  4.87E+07 3.28E+07 5.56E+08 7.58E+05 1.46E+06 2.07E+06 2.52E+06 2.82E+06 2.96E+06 2.95E+06 2.82E+06 2.59E+06 2.30E+06 1.99E+06 1.67E+06 1.37E+06 1.10E+06 8.68E+05 6.73E+05 5.14E+05 3.88E+05 2.88E+05 2.11E+05 1.53E+05 1.11E+05 7.96E+04 5.65E+04 3.97E+04 3.37E+04 2.26E+04 1.54E+04 1.81E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.493  9.06E+07 5.09E+07 8.75E+08 1.14E+06 2.20E+06 3.12E+06 3.82E+06 4.28E+06 4.50E+06 4.51E+06 4.32E+06 3.99E+06 3.57E+06 3.11E+06 2.63E+06 2.18E+06 1.76E+06 1.40E+06 1.10E+06 8.48E+05 6.48E+05 4.85E+05 3.56E+05 2.60E+05 1.92E+05 1.39E+05 9.85E+04 6.94E+04 5.81E+04 3.97E+04 2.75E+04 3.31E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.539  1.55E+08 7.89E+07 1.38E+09 1.70E+06 3.32E+06 4.72E+06 5.77E+06 6.48E+06 6.84E+06 6.89E+06 6.64E+06 6.16E+06 5.54E+06 4.86E+06 4.15E+06 3.46E+06 2.82E+06 2.27E+06 1.79E+06 1.40E+06 1.08E+06 8.18E+05 6.02E+05 4.43E+05 3.31E+05 2.42E+05 1.72E+05 1.21E+05 1.00E+05 6.98E+04 4.92E+04 6.05E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.583  2.56E+08 1.22E+08 2.18E+09 2.54E+06 4.99E+06 7.13E+06 8.72E+06 9.83E+06 1.04E+07 1.05E+07 1.02E+07 9.50E+06 8.60E+06 7.60E+06 6.53E+06 5.51E+06 4.52E+06 3.66E+06 2.93E+06 2.31E+06 1.81E+06 1.38E+06 1.02E+06 7.53E+05 5.70E+05 4.22E+05 3.00E+05 2.12E+05 1.73E+05 1.23E+05 8.78E+04 1.11E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.627  4.12E+08 1.90E+08 3.44E+09 3.81E+06 7.51E+06 1.08E+07 1.32E+07 1.49E+07 1.58E+07 1.61E+07 1.56E+07 1.47E+07 1.33E+07 1.19E+07 1.03E+07 8.75E+06 7.24E+06 5.91E+06 4.78E+06 3.82E+06 3.03E+06 2.33E+06 1.72E+06 1.28E+06 9.83E+05 7.35E+05 5.23E+05 3.70E+05 2.97E+05 2.16E+05 1.57E+05 2.02E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.669  6.56E+08 2.96E+08 5.45E+09 5.71E+06 1.13E+07 1.63E+07 1.99E+07 2.26E+07 2.41E+07 2.46E+07 2.40E+07 2.26E+07 2.07E+07 1.86E+07 1.62E+07 1.39E+07 1.16E+07 9.55E+06 7.80E+06 6.30E+06 5.06E+06 3.92E+06 2.91E+06 2.18E+06 1.70E+06 1.28E+06 9.13E+05 6.47E+05 5.13E+05 3.80E+05 2.80E+05 3.70E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.770  2.15E+09 8.97E+08 1.73E+10 1.57E+07 3.14E+07 4.57E+07 5.60E+07 6.39E+07 6.86E+07 7.10E+07 7.01E+07 6.69E+07 6.21E+07 5.68E+07 5.06E+07 4.43E+07 3.76E+07 3.17E+07 2.66E+07 2.21E+07 1.83E+07 1.45E+07 1.08E+07 8.21E+06 6.62E+06 5.14E+06 3.67E+06 2.61E+06 2.00E+06 1.56E+06 1.19E+06 1.67E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.866  6.70E+09 2.74E+09 5.55E+10 4.29E+07 8.74E+07 1.28E+08 1.57E+08 1.81E+08 1.95E+08 2.05E+08 2.05E+08 1.98E+08 1.87E+08 1.74E+08 1.58E+08 1.41E+08 1.22E+08 1.05E+08 9.04E+07 7.73E+07 6.59E+07 5.35E+07 4.02E+07 3.10E+07 2.58E+07 2.06E+07 1.48E+07 1.05E+07 7.80E+06 6.41E+06 5.08E+06 7.54E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.044  7.95E+10 2.64E+10 5.94E+11 3.23E+08 6.75E+08 1.01E+09 1.24E+09 1.45E+09 1.59E+09 1.71E+09 1.75E+09 1.73E+09 1.68E+09 1.63E+09 1.53E+09 1.43E+09 1.29E+09 1.16E+09 1.05E+09 9.49E+08 8.60E+08 7.29E+08 5.55E+08 4.41E+08 3.94E+08 3.31E+08 2.38E+08 1.71E+08 1.19E+08 1.08E+08 9.22E+07 1.54E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.360  1.43E+13 2.83E+12 8.03E+13 1.83E+10 4.03E+10 6.26E+10 7.75E+10 9.25E+10 1.05E+11 1.19E+11 1.27E+11 1.32E+11 1.36E+11 1.42E+11 1.44E+11 1.48E+11 1.43E+11 1.40E+11 1.41E+11 1.43E+11 1.46E+11 1.36E+11 1.06E+11 8.92E+10 9.14E+10 8.57E+10 6.23E+10 4.54E+10 2.75E+10 3.07E+10 3.04E+10 6.39E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.639  4.94E+14 9.30E+13 1.61E+15 1.04E+12 2.41E+12 3.88E+12 4.83E+12 5.92E+12 6.93E+12 8.27E+12 9.25E+12 1.01E+13 1.11E+13 1.24E+13 1.36E+13 2.94E+11 2.84E+11 2.79E+11 2.81E+11 2.85E+11 2.92E+11 2.70E+11 2.11E+11 1.78E+11 1.82E+11 1.71E+11 1.24E+11 9.07E+10 5.48E+10 6.12E+10 6.07E+10 1.28E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.890  3.54E+16 6.88E+15 1.20E+17 5.87E+13 1.44E+14 2.41E+14 3.01E+14 3.79E+14 4.58E+14 5.75E+14 6.73E+14 7.74E+14 8.97E+14 1.09E+15 1.28E+15 5.85E+11 5.65E+11 5.57E+11 5.59E+11 5.68E+11 5.81E+11 5.40E+11 4.20E+11 3.55E+11 3.64E+11 3.42E+11 2.48E+11 1.81E+11 1.09E+11 1.22E+11 1.21E+11 2.55E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.122  2.76E+18 5.37E+17 9.75E+18 3.33E+15 8.59E+15 1.49E+16 1.88E+16 2.43E+16 3.03E+16 4.00E+16 4.90E+16 5.92E+16 7.27E+16 9.52E+16 1.21E+17 1.16E+12 1.12E+12 1.11E+12 1.11E+12 1.13E+12 1.16E+12 1.08E+12 8.39E+11 7.08E+11 7.26E+11 6.82E+11 4.95E+11 3.61E+11 2.18E+11 2.44E+11 2.42E+11 5.10E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.338  2.20E+20 4.29E+19 8.10E+20 1.88E+17 5.13E+17 9.27E+17 1.17E+18 1.55E+18 2.00E+18 2.78E+18 3.56E+18 4.52E+18 5.90E+18 8.33E+18 1.14E+19 2.32E+12 2.24E+12 2.21E+12 2.22E+12 2.26E+12 2.31E+12 2.15E+12 1.67E+12 1.41E+12 1.45E+12 1.36E+12 9.89E+11 7.21E+11 4.36E+11 4.87E+11 4.83E+11 1.02E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.540  1.79E+22 3.49E+21 6.82E+22 1.07E+19 3.06E+19 5.75E+19 7.31E+19 9.94E+19 1.32E+20 1.93E+20 2.59E+20 3.46E+20 4.79E+20 7.29E+20 1.08E+21 4.61E+12 4.46E+12 4.40E+12 4.42E+12 4.50E+12 4.61E+12 4.28E+12 3.34E+12 2.82E+12 2.89E+12 2.72E+12 1.97E+12 1.44E+12 8.70E+11 9.72E+11 9.65E+11 2.03E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.731  1.48E+24 2.89E+23 5.82E+24 6.04E+20 1.83E+21 3.57E+21 4.56E+21 6.36E+21 8.72E+21 1.34E+22 1.89E+22 2.65E+22 3.88E+22 6.38E+22 1.02E+23 9.18E+12 8.88E+12 8.76E+12 8.82E+12 8.97E+12 9.19E+12 8.54E+12 6.66E+12 5.62E+12 5.77E+12 5.42E+12 3.94E+12 2.87E+12 1.74E+12 1.94E+12 1.93E+12 4.06E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.914  1.24E+26 2.43E+25 5.02E+26 3.42E+22 1.09E+23 2.21E+23 2.84E+23 4.07E+23 5.76E+23 9.34E+23 1.37E+24 2.02E+24 3.15E+24 5.58E+24 9.59E+24 1.83E+13 1.77E+13 1.74E+13 1.76E+13 1.79E+13 1.83E+13 1.70E+13 1.33E+13 1.12E+13 1.15E+13 1.08E+13 7.87E+12 5.74E+12 3.46E+12 3.88E+12 3.85E+12 8.12E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.088  1.06E+28 2.07E+27 4.38E+28 1.94E+24 6.52E+24 1.37E+25 1.77E+25 2.61E+25 3.81E+25 6.50E+25 9.99E+25 1.55E+26 2.55E+26 4.88E+26 9.05E+26 3.64E+13 3.52E+13 3.48E+13 3.50E+13 3.56E+13 3.66E+13 3.40E+13 2.65E+13 2.24E+13 2.30E+13 2.16E+13 1.57E+13 1.15E+13 6.91E+12 7.74E+12 7.69E+12 1.62E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.255  9.16E+29 1.79E+29 3.86E+30 1.10E+26 3.89E+26 8.51E+26 1.11E+27 1.67E+27 2.51E+27 4.52E+27 7.27E+27 1.18E+28 2.07E+28 4.27E+28 8.53E+28 7.24E+13 7.01E+13 6.92E+13 6.97E+13 7.10E+13 7.29E+13 6.78E+13 5.28E+13 4.47E+13 4.59E+13 4.31E+13 3.13E+13 2.29E+13 1.38E+13 1.54E+13 1.53E+13 3.24E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.415  8.00E+31 1.56E+31 3.42E+32 6.22E+27 2.32E+28 5.28E+28 6.89E+28 1.07E+29 1.66E+29 3.14E+29 5.29E+29 9.05E+29 1.68E+30 3.74E+30 8.05E+30 1.44E+14 1.40E+14 1.38E+14 1.39E+14 1.42E+14 1.45E+14 1.35E+14 1.05E+14 8.91E+13 9.16E+13 8.61E+13 6.26E+13 4.56E+13 2.75E+13 3.08E+13 3.07E+13 6.47E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.570  7.05E+33 1.38E+33 3.06E+34 3.52E+29 1.39E+30 3.27E+30 4.30E+30 6.84E+30 1.10E+31 2.18E+31 3.85E+31 6.92E+31 1.36E+32 3.27E+32 7.59E+32 2.87E+14 2.78E+14 2.75E+14 2.77E+14 2.82E+14 2.90E+14 2.70E+14 2.10E+14 1.78E+14 1.83E+14 1.72E+14 1.25E+14 9.11E+13 5.50E+13 6.16E+13 6.12E+13 1.29E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.720  6.27E+35 1.23E+35 2.75E+36 2.00E+31 8.28E+31 2.03E+32 2.68E+32 4.38E+32 7.25E+32 1.52E+33 2.80E+33 5.29E+33 1.11E+34 2.86E+34 7.16E+34 5.71E+14 5.53E+14 5.47E+14 5.52E+14 5.62E+14 5.78E+14 5.38E+14 4.19E+14 3.55E+14 3.65E+14 3.43E+14 2.49E+14 1.82E+14 1.10E+14 1.23E+14 1.22E+14 2.58E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.865  5.61E+37 1.10E+37 2.48E+38 1.13E+33 4.95E+33 1.26E+34 1.67E+34 2.80E+34 4.79E+34 1.06E+35 2.04E+35 4.05E+35 8.97E+35 2.50E+36 6.76E+36 1.14E+15 1.10E+15 1.09E+15 1.10E+15 1.12E+15 1.15E+15 1.07E+15 8.36E+14 7.08E+14 7.28E+14 6.85E+14 4.98E+14 3.63E+14 2.19E+14 2.45E+14 2.44E+14 5.16E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.006  5.06E+39 9.89E+38 2.25E+40 6.40E+34 2.95E+35 7.81E+35 1.04E+36 1.79E+36 3.16E+36 7.34E+36 1.48E+37 3.10E+37 7.28E+37 2.19E+38 6.37E+38 2.26E+15 2.19E+15 2.17E+15 2.19E+15 2.23E+15 2.30E+15 2.14E+15 1.67E+15 1.41E+15 1.45E+15 1.37E+15 9.93E+14 7.25E+14 4.37E+14 4.90E+14 4.87E+14 1.03E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.144  4.58E+41 8.96E+40 2.05E+42 3.63E+36 1.76E+37 4.84E+37 6.50E+37 1.15E+38 2.09E+38 5.10E+38 1.08E+39 2.37E+39 5.90E+39 1.91E+40 6.01E+40 4.50E+15 4.36E+15 4.32E+15 4.36E+15 4.46E+15 4.58E+15 4.27E+15 3.33E+15 2.82E+15 2.90E+15 2.73E+15 1.98E+15 1.45E+15 8.72E+14 9.78E+14 9.73E+14 2.06E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.277  4.17E+43 8.15E+42 1.88E+44 2.05E+38 1.05E+39 3.01E+39 4.05E+39 7.35E+39 1.38E+40 3.55E+40 7.85E+40 1.81E+41 4.79E+41 1.68E+42 5.67E+42 8.96E+15 8.69E+15 8.61E+15 8.70E+15 8.88E+15 9.14E+15 8.51E+15 6.64E+15 5.62E+15 5.78E+15 5.45E+15 3.96E+15 2.89E+15 1.74E+15 1.95E+15 1.94E+15 4.11E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 36 A= 79: Negative-parity Spin-dependent Level Density [MeV-1] for KR 79  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.187  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.264  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.323  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.373  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.417  1.00E+00 7.14E-01 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.457  1.00E+00 7.14E-01 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.494  1.00E+00 5.14E+00 2.93E+01 7.47E-01 2.19E+00 0.00E+00 1.49E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.528  3.00E+00 8.73E+00 4.95E+01 2.18E+00 2.19E+00 1.43E+00 1.49E+00 7.32E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.560  6.00E+00 1.10E+01 7.19E+01 2.18E+00 2.19E+00 2.19E+00 1.49E+00 1.45E+00 7.69E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
