                    *********************************************************************************
                    *  Z= 82 A=208: Positive-Parity Spin-dependent Level Density [MeV-1] for PB208  *
  70.00  1.938  4.23E+18 3.08E+17 8.47E+18 2.23E+15 4.39E+15 6.44E+15 8.36E+15 1.01E+16 1.17E+16 1.32E+16 1.45E+16 1.56E+16 1.66E+16 1.73E+16 1.78E+16 1.79E+16 1.78E+16 1.73E+16 1.64E+16 1.52E+16 1.38E+16 1.23E+16 1.06E+16 8.99E+15 7.47E+15 6.11E+15 5.03E+15 4.07E+15 3.33E+15 2.77E+15 2.44E+15 7.85E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.072  8.85E+18 6.15E+17 1.69E+19 4.46E+15 8.77E+15 1.29E+16 1.67E+16 2.02E+16 2.34E+16 2.63E+16 2.89E+16 3.12E+16 3.31E+16 3.45E+16 3.55E+16 3.58E+16 3.55E+16 3.45E+16 3.28E+16 3.05E+16 2.76E+16 2.45E+16 2.12E+16 1.80E+16 1.49E+16 1.22E+16 1.00E+16 8.13E+15 6.66E+15 5.54E+15 4.89E+15 1.57E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.198  1.81E+19 1.23E+18 3.38E+19 8.90E+15 1.75E+16 2.57E+16 3.34E+16 4.04E+16 4.68E+16 5.26E+16 5.78E+16 6.23E+16 6.61E+16 6.90E+16 7.09E+16 7.16E+16 7.09E+16 6.89E+16 6.55E+16 6.08E+16 5.52E+16 4.90E+16 4.24E+16 3.59E+16 2.98E+16 2.44E+16 2.01E+16 1.63E+16 1.33E+16 1.11E+16 9.77E+15 3.14E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.316  3.65E+19 2.45E+18 6.75E+19 1.78E+16 3.50E+16 5.13E+16 6.66E+16 8.07E+16 9.35E+16 1.05E+17 1.15E+17 1.24E+17 1.32E+17 1.38E+17 1.42E+17 1.43E+17 1.42E+17 1.38E+17 1.31E+17 1.22E+17 1.10E+17 9.78E+16 8.47E+16 7.18E+16 5.96E+16 4.88E+16 4.01E+16 3.25E+16 2.66E+16 2.21E+16 1.95E+16 6.28E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.429  7.32E+19 4.90E+18 1.35E+20 3.55E+16 6.99E+16 1.03E+17 1.33E+17 1.61E+17 1.87E+17 2.10E+17 2.31E+17 2.49E+17 2.64E+17 2.75E+17 2.83E+17 2.86E+17 2.83E+17 2.75E+17 2.62E+17 2.43E+17 2.21E+17 1.95E+17 1.69E+17 1.43E+17 1.19E+17 9.75E+16 8.02E+16 6.49E+16 5.31E+16 4.42E+16 3.90E+16 1.25E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.538  1.47E+20 9.79E+18 2.70E+20 7.09E+16 1.40E+17 2.05E+17 2.66E+17 3.22E+17 3.73E+17 4.19E+17 4.60E+17 4.96E+17 5.27E+17 5.50E+17 5.65E+17 5.70E+17 5.66E+17 5.50E+17 5.23E+17 4.85E+17 4.41E+17 3.91E+17 3.38E+17 2.87E+17 2.38E+17 1.95E+17 1.60E+17 1.30E+17 1.06E+17 8.84E+16 7.80E+16 2.51E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.641  2.93E+20 1.96E+19 5.39E+20 1.42E+17 2.79E+17 4.09E+17 5.31E+17 6.43E+17 7.45E+17 8.37E+17 9.20E+17 9.92E+17 1.05E+18 1.10E+18 1.13E+18 1.14E+18 1.13E+18 1.10E+18 1.04E+18 9.70E+17 8.80E+17 7.81E+17 6.76E+17 5.73E+17 4.76E+17 3.90E+17 3.20E+17 2.59E+17 2.12E+17 1.77E+17 1.56E+17 5.01E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.741  5.87E+20 3.91E+19 1.08E+21 2.83E+17 5.57E+17 8.16E+17 1.06E+18 1.28E+18 1.49E+18 1.67E+18 1.84E+18 1.98E+18 2.10E+18 2.19E+18 2.25E+18 2.28E+18 2.26E+18 2.19E+18 2.09E+18 1.94E+18 1.76E+18 1.56E+18 1.35E+18 1.14E+18 9.51E+17 7.78E+17 6.40E+17 5.18E+17 4.24E+17 3.53E+17 3.12E+17 1.00E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.837  1.17E+21 7.81E+19 2.15E+21 5.64E+17 1.11E+18 1.63E+18 2.12E+18 2.56E+18 2.97E+18 3.34E+18 3.67E+18 3.96E+18 4.20E+18 4.38E+18 4.50E+18 4.55E+18 4.51E+18 4.38E+18 4.17E+18 3.87E+18 3.52E+18 3.12E+18 2.70E+18 2.29E+18 1.90E+18 1.56E+18 1.28E+18 1.04E+18 8.48E+17 7.06E+17 6.23E+17 2.00E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.930  2.34E+21 1.56E+20 4.30E+21 1.13E+18 2.22E+18 3.26E+18 4.23E+18 5.12E+18 5.93E+18 6.67E+18 7.33E+18 7.90E+18 8.38E+18 8.75E+18 9.00E+18 9.09E+18 9.01E+18 8.76E+18 8.33E+18 7.74E+18 7.02E+18 6.23E+18 5.40E+18 4.57E+18 3.80E+18 3.11E+18 2.56E+18 2.07E+18 1.69E+18 1.41E+18 1.25E+18 4.01E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.020  4.68E+21 3.12E+20 8.58E+21 2.25E+18 4.43E+18 6.50E+18 8.44E+18 1.02E+19 1.18E+19 1.33E+19 1.46E+19 1.58E+19 1.67E+19 1.75E+19 1.80E+19 1.82E+19 1.80E+19 1.75E+19 1.66E+19 1.55E+19 1.40E+19 1.24E+19 1.08E+19 9.13E+18 7.59E+18 6.21E+18 5.11E+18 4.14E+18 3.39E+18 2.82E+18 2.49E+18 8.01E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.108  9.35E+21 6.22E+20 1.72E+22 4.50E+18 8.85E+18 1.30E+19 1.69E+19 2.04E+19 2.37E+19 2.66E+19 2.92E+19 3.15E+19 3.34E+19 3.49E+19 3.59E+19 3.63E+19 3.60E+19 3.50E+19 3.32E+19 3.09E+19 2.80E+19 2.49E+19 2.15E+19 1.82E+19 1.52E+19 1.24E+19 1.02E+19 8.27E+18 6.77E+18 5.64E+18 4.97E+18 1.60E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.193  1.87E+22 1.24E+21 3.43E+22 8.98E+18 1.77E+19 2.59E+19 3.37E+19 4.08E+19 4.72E+19 5.31E+19 5.84E+19 6.30E+19 6.68E+19 6.98E+19 7.17E+19 7.24E+19 7.19E+19 6.98E+19 6.64E+19 6.17E+19 5.60E+19 4.97E+19 4.31E+19 3.65E+19 3.03E+19 2.48E+19 2.04E+19 1.65E+19 1.35E+19 1.13E+19 9.94E+18 3.20E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.276  3.73E+22 2.48E+21 6.85E+22 1.79E+19 3.53E+19 5.18E+19 6.72E+19 8.14E+19 9.44E+19 1.06E+20 1.17E+20 1.26E+20 1.33E+20 1.39E+20 1.43E+20 1.45E+20 1.44E+20 1.40E+20 1.33E+20 1.23E+20 1.12E+20 9.93E+19 8.60E+19 7.29E+19 6.06E+19 4.96E+19 4.08E+19 3.30E+19 2.70E+19 2.25E+19 1.99E+19 6.40E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 82 A=205: Negative-parity Spin-dependent Level Density [MeV-1] for PB205  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.116  1.00E+00 3.00E+00 1.20E+01 1.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.164  2.00E+00 2.50E+00 1.00E+01 8.33E-01 8.33E-01 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.201  2.00E+00 2.14E+00 1.00E+01 0.00E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.232  3.00E+00 3.57E+00 1.43E+01 7.14E-01 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.259  5.00E+00 1.13E+01 4.22E+01 3.57E+00 5.54E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.284  8.00E+00 1.77E+01 7.79E+01 4.29E+00 8.40E+00 2.86E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.306  1.60E+01 4.77E+01 2.26E+02 1.14E+01 1.63E+01 1.29E+01 5.00E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.328  2.90E+01 5.47E+01 2.74E+02 1.36E+01 1.77E+01 1.35E+01 5.00E+00 2.86E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.347  4.70E+01 8.75E+01 5.10E+02 1.66E+01 2.23E+01 2.08E+01 1.43E+01 8.57E+00 3.57E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.366  7.00E+01 9.34E+01 5.48E+02 1.80E+01 2.39E+01 2.01E+01 1.64E+01 9.29E+00 4.29E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.384  9.60E+01 1.16E+02 8.15E+02 2.02E+01 2.20E+01 2.58E+01 1.93E+01 1.22E+01 6.43E+00 2.86E+00 7.14E-01 2.86E+00 2.14E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.401  1.28E+02 1.43E+02 1.17E+03 1.72E+01 3.13E+01 2.72E+01 2.29E+01 1.58E+01 1.00E+01 3.57E+00 7.14E-01 2.86E+00 3.57E+00 2.14E+00 2.14E+00 1.43E+00 7.14E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.418  1.87E+02 3.29E+02 3.32E+03 3.79E+01 4.98E+01 4.80E+01 4.71E+01 3.50E+01 2.07E+01 1.64E+01 1.36E+01 1.50E+01 1.36E+01 1.14E+01 8.57E+00 5.71E+00 3.57E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.433  2.85E+02 4.52E+02 4.15E+03 4.92E+01 7.66E+01 8.23E+01 7.00E+01 4.86E+01 2.93E+01 2.00E+01 1.43E+01 1.57E+01 1.36E+01 1.14E+01 8.57E+00 5.71E+00 3.57E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.449  4.30E+02 7.06E+02 5.96E+03 7.92E+01 1.21E+02 1.35E+02 1.29E+02 8.65E+01 4.79E+01 2.57E+01 1.79E+01 1.71E+01 1.43E+01 1.14E+01 8.57E+00 5.71E+00 3.57E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.463  6.42E+02 9.96E+02 8.30E+03 1.02E+02 1.71E+02 1.89E+02 1.78E+02 1.34E+02 8.50E+01 4.50E+01 2.50E+01 1.93E+01 1.57E+01 1.21E+01 8.57E+00 5.71E+00 3.57E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.478  9.52E+02 1.48E+03 1.25E+04 1.44E+02 2.30E+02 2.77E+02 2.71E+02 2.06E+02 1.38E+02 8.07E+01 4.93E+01 2.93E+01 2.07E+01 1.43E+01 1.02E+01 5.00E+00 4.29E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.491  1.37E+03 1.86E+03 1.66E+04 1.60E+02 2.79E+02 3.25E+02 3.28E+02 2.52E+02 1.86E+02 1.14E+02 7.14E+01 4.71E+01 3.43E+01 2.57E+01 1.88E+01 8.57E+00 5.71E+00 2.86E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.505  1.98E+03 3.06E+03 3.23E+04 2.07E+02 3.56E+02 4.30E+02 4.64E+02 4.09E+02 3.14E+02 2.27E+02 1.75E+02 1.39E+02 1.15E+02 8.43E+01 5.73E+01 3.64E+01 2.36E+01 1.21E+01 5.00E+00 2.14E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.518  2.98E+03 4.87E+03 5.87E+04 2.31E+02 4.63E+02 6.10E+02 6.51E+02 5.86E+02 5.01E+02 3.85E+02 3.19E+02 2.70E+02 2.36E+02 1.93E+02 1.51E+02 1.09E+02 7.50E+01 4.57E+01 2.64E+01 1.14E+01 3.57E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.543  7.45E+03 1.30E+04 1.76E+05 5.70E+02 1.06E+03 1.36E+03 1.44E+03 1.34E+03 1.22E+03 1.08E+03 9.49E+02 8.29E+02 7.37E+02 6.49E+02 5.52E+02 4.41E+02 3.27E+02 2.21E+02 1.34E+02 7.21E+01 3.36E+01 1.36E+01 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
